case_id,pin_code,district,state,land_type,rfctlarr_stage,land_parcel_area_acres,compensation_amount_lakhs,days_since_notification,number_of_displaced_families,litigation_cases_count,social_vulnerability_index,official_processing_speed_score,delay_probability,delay_months
LA-2024-05114,500368,Hyderabad,Telangana,Barren/Waste,Award Enquiry (Sec 21-23),32.1,44.86,169.0,6.0,0,0.786,3.9,0,0.0
LA-2024-05115,580591,Dharwad,Karnataka,Agricultural,Survey & SIA (Social Impact Assessment),4.0,59.27,102.0,4.0,0,0.252,3.7,0,0.0
LA-2024-05116,580389,Dharwad,Karnataka,Agricultural,Survey & SIA (Social Impact Assessment),10.74,31.36,336.0,2.0,0,0.811,3.5,1,27.1
LA-2024-05117,580656,Dharwad,Karnataka,Agricultural,Draft Declaration (Sec 19),30.01,75.17,136.0,9.0,0,0.088,3.2,0,0.0
LA-2024-05118,440867,Nagpur,Maharashtra,Barren/Waste,Final Declaration,4.05,71.23,293.0,2.0,0,0.537,8.5,0,0.0
LA-2024-05119,700331,Kolkata,West Bengal,Agricultural,Survey & SIA (Social Impact Assessment),32.36,15.5,74.0,2.0,0,0.438,5.6,1,14.2
LA-2024-05120,500903,Hyderabad,Telangana,Agricultural,Survey & SIA (Social Impact Assessment),7.59,28.07,245.0,4.0,0,0.732,7.2,0,0.0
LA-2024-05121,834892,Ranchi,Jharkhand,Agricultural,Survey & SIA (Social Impact Assessment),20.18,29.04,354.0,3.0,0,0.223,4.8,0,0.0
LA-2024-05122,342921,Jodhpur,Rajasthan,Forest,Award Declaration,9.16,35.07,288.0,,1,0.546,6.4,0,0.0
LA-2024-05123,342166,Jodhpur,Rajasthan,Agricultural,Compensation Disbursement,16.28,57.76,432.0,8.0,2,0.299,5.6,1,26.8
LA-2024-05124,201363,Gautam Buddha Nagar,Uttar Pradesh,Residential,Compensation Disbursement,43.28,53.06,359.0,32.0,0,0.429,3.3,0,0.0
LA-2024-05125,520211,Vijayawada,Andhra Pradesh,Agricultural,Award Declaration,9.94,22.56,277.0,4.0,0,0.1,8.7,1,9.9
LA-2024-05126,221208,Varanasi,Uttar Pradesh,Forest,Survey & SIA (Social Impact Assessment),25.71,159.69,418.0,8.0,0,0.357,7.3,0,0.0
LA-2024-05127,580147,Dharwad,Karnataka,Residential,Preliminary Notification (Sec 11),13.92,44.92,167.0,22.0,0,0.644,3.0,1,25.4
LA-2024-05128,380495,Ahmedabad,Gujarat,Agricultural,Final Declaration,5.65,179.55,327.0,3.0,0,0.848,4.7,1,19.5
LA-2024-05129,201178,Gautam Buddha Nagar,Uttar Pradesh,Agricultural,Final Declaration,9.74,175.59,225.0,5.0,0,0.431,7.8,1,16.7
LA-2024-05130,342365,Jodhpur,Rajasthan,Agricultural,Award Enquiry (Sec 21-23),9.24,16.34,887.0,4.0,0,0.413,7.1,0,0.0
LA-2024-05131,641982,Coimbatore,Tamil Nadu,Residential,Survey & SIA (Social Impact Assessment),3.32,28.06,272.0,21.0,0,0.693,5.2,1,9.9
LA-2024-05132,400894,Mumbai Suburban,Maharashtra,Agricultural,Compensation Disbursement,16.28,30.07,84.0,4.0,0,0.378,9.0,0,0.0
LA-2024-05133,431942,Aurangabad,Maharashtra,Residential,Draft Declaration (Sec 19),19.28,60.2,268.0,17.0,3,0.573,6.4,1,20.0
LA-2024-05134,505132,Karimnagar,Telangana,Agricultural,Final Declaration,21.99,89.13,108.0,7.0,1,0.3,3.5,0,0.0
LA-2024-05135,208694,Kanpur Nagar,Uttar Pradesh,Forest,Award Declaration,37.16,51.4,382.0,2.0,0,0.722,7.2,0,0.0
LA-2024-05136,506669,Warangal,Telangana,Forest,Final Declaration,24.8,26.49,388.0,6.0,1,0.299,4.2,1,24.6
LA-2024-05137,440219,Nagpur,Maharashtra,Agricultural,Award Enquiry (Sec 21-23),6.6,214.65,140.0,2.0,1,0.522,6.5,1,10.1
LA-2024-05138,226914,Lucknow,Uttar Pradesh,Agricultural,Award Enquiry (Sec 21-23),7.91,29.47,102.0,3.0,2,0.666,6.5,1,24.8
LA-2024-05139,506463,Warangal,Telangana,Residential,Award Declaration,22.49,90.44,245.0,6.0,0,0.177,3.6,1,13.1
LA-2024-05140,110978,South Delhi,Delhi,Agricultural,Award Declaration,15.35,43.15,112.0,1.0,0,0.168,5.4,0,0.0
LA-2024-05141,400202,Mumbai Suburban,Maharashtra,Forest,Draft Declaration (Sec 19),10.86,42.02,118.0,5.0,0,0.411,10.0,1,45.7
LA-2024-05142,500684,Hyderabad,Telangana,Barren/Waste,Draft Declaration (Sec 19),5.24,84.78,151.0,6.0,0,0.434,3.5,0,0.0
LA-2024-05143,226217,Lucknow,Uttar Pradesh,Agricultural,Award Declaration,7.02,193.61,354.0,9.0,0,0.578,2.5,0,0.0
LA-2024-05144,395953,Surat,Gujarat,Agricultural,Final Declaration,18.09,59.72,73.0,2.0,0,0.381,6.3,0,0.0
LA-2024-05145,226646,Lucknow,Uttar Pradesh,Agricultural,Award Enquiry (Sec 21-23),2.1,28.1,126.0,5.0,0,0.366,7.2,0,0.0
LA-2024-05146,221168,Varanasi,Uttar Pradesh,Agricultural,Draft Declaration (Sec 19),1.51,182.38,1338.0,1.0,0,0.317,6.5,0,0.0
LA-2024-05147,431293,Aurangabad,Maharashtra,Wetland,Survey & SIA (Social Impact Assessment),19.87,71.46,958.0,4.0,0,0.449,5.6,0,0.0
LA-2024-05148,834422,Ranchi,Jharkhand,Wetland,Final Declaration,7.0,52.55,549.0,3.0,0,0.214,5.3,0,0.0
LA-2024-05149,400111,Mumbai Suburban,Maharashtra,Agricultural,Possession,16.42,118.66,229.0,5.0,0,0.563,7.7,0,0.0
LA-2024-05150,395107,Surat,Gujarat,Barren/Waste,Draft Declaration (Sec 19),42.11,60.71,389.0,,3,0.62,6.3,1,34.6
LA-2024-05151,530932,Visakhapatnam,Andhra Pradesh,Agricultural,Survey & SIA (Social Impact Assessment),4.66,461.33,166.0,8.0,0,0.606,5.7,0,0.0
LA-2024-05152,342982,Jodhpur,Rajasthan,Wetland,Survey & SIA (Social Impact Assessment),2.67,44.78,30.0,5.0,0,0.815,5.8,1,19.6
LA-2024-05153,580582,Dharwad,Karnataka,Residential,Final Declaration,8.72,133.24,144.0,25.0,0,,6.0,1,21.9
LA-2024-05154,201911,Gautam Buddha Nagar,Uttar Pradesh,Agricultural,Draft Declaration (Sec 19),6.16,68.03,155.0,1.0,0,0.215,5.9,0,0.0
LA-2024-05155,834689,Ranchi,Jharkhand,Forest,Award Enquiry (Sec 21-23),10.79,67.81,226.0,4.0,2,0.224,5.4,1,29.6
LA-2024-05156,751125,Khordha,Odisha,Residential,Survey & SIA (Social Impact Assessment),17.41,31.69,318.0,19.0,0,0.318,3.7,1,20.7
LA-2024-05157,160742,Chandigarh,Punjab,Agricultural,Survey & SIA (Social Impact Assessment),14.55,31.84,764.0,8.0,2,0.398,4.9,1,21.8
LA-2024-05158,520116,Vijayawada,Andhra Pradesh,Agricultural,Preliminary Notification (Sec 11),11.47,71.65,227.0,4.0,1,0.13,3.1,0,0.0
LA-2024-05159,530834,Visakhapatnam,Andhra Pradesh,Forest,Preliminary Notification (Sec 11),27.1,19.59,104.0,7.0,0,0.417,5.1,0,0.0
LA-2024-05160,160429,Chandigarh,Punjab,Agricultural,Award Declaration,19.49,25.87,191.0,4.0,0,0.352,7.4,0,0.0
LA-2024-05161,400226,Mumbai Suburban,Maharashtra,Agricultural,Compensation Disbursement,9.45,45.36,359.0,4.0,0,0.571,7.5,0,0.0
LA-2024-05162,500332,Hyderabad,Telangana,Agricultural,Award Declaration,18.92,145.24,204.0,1.0,2,0.457,4.6,0,0.0
LA-2024-05163,600714,Chennai,Tamil Nadu,Commercial,Award Declaration,2.96,48.26,121.0,15.0,0,0.642,8.5,0,0.0
LA-2024-05164,751861,Khordha,Odisha,Agricultural,Preliminary Notification (Sec 11),27.23,47.53,328.0,5.0,1,0.574,7.2,0,0.0
LA-2024-05165,625613,Madurai,Tamil Nadu,Agricultural,Compensation Disbursement,11.23,16.35,94.0,6.0,2,0.587,8.3,0,0.0
LA-2024-05166,506244,Warangal,Telangana,Agricultural,Final Declaration,3.97,223.83,115.0,4.0,1,0.505,3.8,1,15.4
LA-2024-05167,208909,Kanpur Nagar,Uttar Pradesh,Agricultural,Award Declaration,7.74,127.97,302.0,2.0,0,0.268,4.9,1,30.6
LA-2024-05168,560810,Bengaluru Urban,Karnataka,Forest,Award Enquiry (Sec 21-23),26.63,142.41,123.0,0.0,0,0.368,3.7,1,23.6
LA-2024-05169,625468,Madurai,Tamil Nadu,Agricultural,Draft Declaration (Sec 19),5.74,11.25,170.0,4.0,0,0.099,7.8,0,0.0
LA-2024-05170,500598,Hyderabad,Telangana,Forest,Survey & SIA (Social Impact Assessment),15.63,62.43,224.0,6.0,0,0.175,7.6,0,0.0
LA-2024-05171,342966,Jodhpur,Rajasthan,Agricultural,Survey & SIA (Social Impact Assessment),23.27,18.33,215.0,0.0,0,0.298,2.3,0,0.0
LA-2024-05172,440439,Nagpur,Maharashtra,Commercial,Draft Declaration (Sec 19),11.25,93.04,107.0,17.0,0,0.592,6.3,1,40.6
LA-2024-05173,700123,Kolkata,West Bengal,Agricultural,Final Declaration,5.29,60.68,283.0,4.0,0,0.087,8.0,0,0.0
LA-2024-05174,625231,Madurai,Tamil Nadu,Residential,Possession,10.44,73.18,111.0,,0,0.769,4.3,0,0.0
LA-2024-05175,570639,Mysuru,Karnataka,Agricultural,Preliminary Notification (Sec 11),3.33,22.63,764.0,4.0,0,0.649,4.0,0,0.0
LA-2024-05176,530996,Visakhapatnam,Andhra Pradesh,Barren/Waste,Award Enquiry (Sec 21-23),7.28,16.65,164.0,2.0,0,0.296,6.4,0,0.0
LA-2024-05177,570765,Mysuru,Karnataka,Agricultural,Final Declaration,4.3,24.32,349.0,2.0,0,0.185,4.8,0,0.0
LA-2024-05178,440655,Nagpur,Maharashtra,Agricultural,Preliminary Notification (Sec 11),10.59,59.88,384.0,3.0,0,0.373,8.1,1,10.6
LA-2024-05179,506390,Warangal,Telangana,Forest,Draft Declaration (Sec 19),3.75,35.51,170.0,6.0,0,0.315,4.1,1,17.3
LA-2024-05180,411495,Pune,Maharashtra,Agricultural,Draft Declaration (Sec 19),11.83,56.85,107.0,1.0,0,0.575,7.0,0,0.0
LA-2024-05181,751134,Khordha,Odisha,Agricultural,Final Declaration,28.87,16.9,383.0,3.0,0,0.331,5.8,0,0.0
LA-2024-05182,800433,Patna,Bihar,Residential,Survey & SIA (Social Impact Assessment),30.46,44.42,76.0,22.0,0,0.038,5.7,0,0.0
LA-2024-05183,226660,Lucknow,Uttar Pradesh,Residential,Preliminary Notification (Sec 11),3.82,168.23,85.0,20.0,2,0.588,6.7,0,0.0
LA-2024-05184,700914,Kolkata,West Bengal,Forest,Draft Declaration (Sec 19),6.26,61.3,349.0,4.0,0,0.608,4.6,1,17.3
LA-2024-05185,800929,Patna,Bihar,Wetland,Award Declaration,22.76,65.05,190.0,0.0,0,0.246,3.8,1,14.7
LA-2024-05186,226838,Lucknow,Uttar Pradesh,Agricultural,Award Declaration,20.05,65.55,130.0,7.0,0,0.65,4.2,1,12.0
LA-2024-05187,751119,Khordha,Odisha,Agricultural,Survey & SIA (Social Impact Assessment),6.53,27.49,152.0,3.0,0,0.496,4.8,1,30.1
LA-2024-05188,520829,Vijayawada,Andhra Pradesh,Residential,Award Enquiry (Sec 21-23),7.29,210.64,122.0,21.0,1,0.268,6.8,1,21.3
LA-2024-05189,834296,Ranchi,Jharkhand,Agricultural,Compensation Disbursement,11.82,62.75,1137.0,1.0,0,0.114,4.2,1,7.8
LA-2024-05190,600653,Chennai,Tamil Nadu,Agricultural,Survey & SIA (Social Impact Assessment),2.32,52.9,475.0,6.0,1,0.832,7.0,0,0.0
LA-2024-05191,208950,Kanpur Nagar,Uttar Pradesh,Agricultural,Survey & SIA (Social Impact Assessment),17.23,85.85,119.0,4.0,0,0.522,7.5,0,0.0
LA-2024-05192,160898,Chandigarh,Punjab,Agricultural,Preliminary Notification (Sec 11),,109.25,175.0,6.0,0,0.498,5.9,0,0.0
LA-2024-05193,431697,Aurangabad,Maharashtra,Agricultural,Survey & SIA (Social Impact Assessment),7.92,13.69,346.0,4.0,1,0.316,7.8,0,0.0
LA-2024-05194,506369,Warangal,Telangana,Agricultural,Award Declaration,3.3,47.16,107.0,4.0,2,0.255,6.1,1,19.2
LA-2024-05195,400568,Mumbai Suburban,Maharashtra,Forest,Award Declaration,36.62,373.69,146.0,2.0,0,0.523,7.2,0,0.0
LA-2024-05196,411732,Pune,Maharashtra,Residential,Final Declaration,13.28,215.41,177.0,20.0,1,0.442,4.0,1,13.8
LA-2024-05197,141562,Ludhiana,Punjab,Barren/Waste,Draft Declaration (Sec 19),20.14,40.4,114.0,3.0,0,0.662,7.2,0,0.0
LA-2024-05198,141463,Ludhiana,Punjab,Agricultural,Award Declaration,3.59,89.26,504.0,5.0,0,0.728,6.4,0,0.0
LA-2024-05199,302462,Jaipur,Rajasthan,Agricultural,Survey & SIA (Social Impact Assessment),3.6,32.78,130.0,4.0,0,0.421,7.4,0,0.0
LA-2024-05200,141639,Ludhiana,Punjab,Forest,Survey & SIA (Social Impact Assessment),15.67,62.55,203.0,3.0,0,0.523,6.7,0,0.0
LA-2024-05201,440132,Nagpur,Maharashtra,Agricultural,Preliminary Notification (Sec 11),26.4,,242.0,2.0,0,0.759,5.8,0,0.0
LA-2024-05202,411997,Pune,Maharashtra,Agricultural,Award Declaration,4.22,28.46,727.0,3.0,0,0.822,3.8,1,8.0
LA-2024-05203,751191,Khordha,Odisha,Forest,Award Enquiry (Sec 21-23),10.11,25.48,208.0,7.0,1,0.285,6.2,1,29.5
LA-2024-05204,201985,Gautam Buddha Nagar,Uttar Pradesh,Residential,Award Enquiry (Sec 21-23),2.86,221.01,1100.0,26.0,0,,6.1,1,7.8
LA-2024-05205,380131,Ahmedabad,Gujarat,Agricultural,Award Enquiry (Sec 21-23),6.07,28.32,169.0,3.0,0,0.175,3.9,1,9.9
LA-2024-05206,440560,Nagpur,Maharashtra,Forest,Survey & SIA (Social Impact Assessment),8.86,132.25,188.0,8.0,0,0.111,4.4,1,21.9
LA-2024-05207,208475,Kanpur Nagar,Uttar Pradesh,Forest,Draft Declaration (Sec 19),16.7,,447.0,10.0,0,0.249,4.2,0,0.0
LA-2024-05208,221615,Varanasi,Uttar Pradesh,Barren/Waste,Award Declaration,1.84,26.61,935.0,3.0,0,0.282,6.4,0,0.0
LA-2024-05209,431489,Aurangabad,Maharashtra,Agricultural,Compensation Disbursement,33.86,,182.0,4.0,0,0.88,4.8,0,0.0
LA-2024-05210,500906,Hyderabad,Telangana,Residential,Final Declaration,9.54,13.02,560.0,27.0,0,0.545,5.7,0,0.0
LA-2024-05211,520114,Vijayawada,Andhra Pradesh,Residential,Survey & SIA (Social Impact Assessment),33.12,84.05,418.0,10.0,3,0.703,6.8,1,31.4
LA-2024-05212,530986,Visakhapatnam,Andhra Pradesh,Agricultural,Possession,19.96,39.28,125.0,6.0,1,0.259,5.9,0,0.0
LA-2024-05213,440719,Nagpur,Maharashtra,Forest,Draft Declaration (Sec 19),22.75,26.49,218.0,6.0,1,0.638,6.1,1,30.0
LA-2024-05214,342799,Jodhpur,Rajasthan,Commercial,Draft Declaration (Sec 19),61.39,21.6,215.0,12.0,0,0.564,7.2,0,0.0
LA-2024-05215,834225,Ranchi,Jharkhand,Agricultural,Survey & SIA (Social Impact Assessment),5.67,290.84,102.0,4.0,0,0.543,6.7,0,0.0
LA-2024-05216,570158,Mysuru,Karnataka,Agricultural,Preliminary Notification (Sec 11),12.37,43.27,250.0,0.0,1,0.213,6.0,1,17.8
LA-2024-05217,800456,Patna,Bihar,Agricultural,Award Enquiry (Sec 21-23),4.75,41.57,235.0,3.0,0,0.594,5.6,0,0.0
LA-2024-05218,226390,Lucknow,Uttar Pradesh,Residential,Award Enquiry (Sec 21-23),10.11,102.44,293.0,16.0,0,0.399,8.7,0,0.0
LA-2024-05219,505803,Karimnagar,Telangana,Agricultural,Survey & SIA (Social Impact Assessment),20.33,20.09,233.0,4.0,0,0.634,8.0,0,0.0
LA-2024-05220,625906,Madurai,Tamil Nadu,Agricultural,Survey & SIA (Social Impact Assessment),28.74,131.31,134.0,8.0,1,0.185,3.1,1,29.0
LA-2024-05221,641484,Coimbatore,Tamil Nadu,Agricultural,Final Declaration,7.97,43.21,1387.0,2.0,0,0.512,4.6,0,0.0
LA-2024-05222,700790,Kolkata,West Bengal,Forest,Draft Declaration (Sec 19),3.96,12.01,261.0,3.0,0,0.309,6.5,0,0.0
LA-2024-05223,160153,Chandigarh,Punjab,Commercial,Draft Declaration (Sec 19),11.73,27.01,587.0,25.0,0,0.594,7.9,0,0.0
LA-2024-05224,834767,Ranchi,Jharkhand,Agricultural,Survey & SIA (Social Impact Assessment),5.34,15.79,308.0,2.0,0,0.683,4.4,0,0.0
LA-2024-05225,380189,Ahmedabad,Gujarat,Agricultural,Award Declaration,6.75,48.28,686.0,9.0,0,0.631,4.5,1,12.3
LA-2024-05226,431700,Aurangabad,Maharashtra,Agricultural,Possession,19.51,21.03,124.0,3.0,1,0.279,5.4,0,0.0
LA-2024-05227,641443,Coimbatore,Tamil Nadu,Agricultural,Draft Declaration (Sec 19),16.66,18.94,207.0,5.0,0,0.584,7.1,0,0.0
LA-2024-05228,800473,Patna,Bihar,Commercial,Award Enquiry (Sec 21-23),22.4,59.0,158.0,47.0,1,0.599,5.7,1,24.6
LA-2024-05229,506348,Warangal,Telangana,Agricultural,Award Declaration,8.28,46.61,144.0,6.0,2,0.368,5.7,0,0.0
LA-2024-05230,600462,Chennai,Tamil Nadu,Residential,Preliminary Notification (Sec 11),25.99,140.99,271.0,17.0,0,0.637,5.6,1,9.5
LA-2024-05231,530886,Visakhapatnam,Andhra Pradesh,Forest,Compensation Disbursement,11.16,135.18,184.0,3.0,0,0.821,4.9,0,0.0
LA-2024-05232,431827,Aurangabad,Maharashtra,Barren/Waste,Final Declaration,8.66,47.38,76.0,2.0,0,0.086,5.0,0,0.0
LA-2024-05233,600405,Chennai,Tamil Nadu,Agricultural,Final Declaration,4.33,71.86,176.0,4.0,0,0.302,2.9,1,24.9
LA-2024-05234,560364,Bengaluru Urban,Karnataka,Agricultural,Final Declaration,1.87,11.74,166.0,2.0,1,0.6,3.0,0,0.0
LA-2024-05235,400557,Mumbai Suburban,Maharashtra,Agricultural,Survey & SIA (Social Impact Assessment),2.92,86.59,429.0,9.0,0,0.226,7.5,0,0.0
LA-2024-05236,751715,Khordha,Odisha,Barren/Waste,Award Declaration,13.24,66.03,75.0,4.0,0,0.318,5.7,0,0.0
LA-2024-05237,395263,Surat,Gujarat,Commercial,Award Enquiry (Sec 21-23),5.1,110.65,151.0,13.0,0,0.262,4.9,1,24.7
LA-2024-05238,834752,Ranchi,Jharkhand,Forest,Preliminary Notification (Sec 11),2.72,33.42,126.0,2.0,1,0.538,4.6,1,23.0
LA-2024-05239,160952,Chandigarh,Punjab,Commercial,Final Declaration,7.72,33.7,387.0,18.0,0,0.267,2.6,1,19.5
LA-2024-05240,160859,Chandigarh,Punjab,Agricultural,Possession,13.98,33.9,147.0,2.0,3,0.593,6.0,1,31.9
LA-2024-05241,625592,Madurai,Tamil Nadu,Forest,Award Declaration,15.69,174.66,485.0,3.0,0,0.798,3.3,1,13.1
LA-2024-05242,700387,Kolkata,West Bengal,Residential,Award Enquiry (Sec 21-23),10.76,58.49,214.0,10.0,0,0.192,4.5,1,13.3
LA-2024-05243,160390,Chandigarh,Punjab,Agricultural,Survey & SIA (Social Impact Assessment),10.47,10.79,320.0,2.0,0,0.41,5.1,1,25.3
LA-2024-05244,141766,Ludhiana,Punjab,Wetland,Draft Declaration (Sec 19),6.98,82.45,507.0,3.0,1,0.672,4.3,1,23.3
LA-2024-05245,625508,Madurai,Tamil Nadu,Barren/Waste,Survey & SIA (Social Impact Assessment),18.89,28.79,90.0,6.0,1,0.751,7.3,0,0.0
LA-2024-05246,570195,Mysuru,Karnataka,Wetland,Award Declaration,9.48,125.26,184.0,6.0,0,0.329,6.8,1,31.4
LA-2024-05247,302709,Jaipur,Rajasthan,Residential,Award Declaration,10.33,74.58,304.0,13.0,0,0.264,4.7,1,16.7
LA-2024-05248,160224,Chandigarh,Punjab,Agricultural,Compensation Disbursement,26.63,145.25,257.0,,0,0.082,7.2,1,45.5
LA-2024-05249,160987,Chandigarh,Punjab,Forest,Preliminary Notification (Sec 11),21.61,119.93,84.0,9.0,2,0.362,5.7,0,0.0
LA-2024-05250,302475,Jaipur,Rajasthan,Agricultural,Possession,9.42,108.91,373.0,4.0,0,0.014,8.8,0,0.0
LA-2024-05251,530407,Visakhapatnam,Andhra Pradesh,Residential,Possession,8.35,131.33,229.0,40.0,0,0.308,4.8,1,20.4
LA-2024-05252,411149,Pune,Maharashtra,Agricultural,Award Enquiry (Sec 21-23),8.29,96.96,244.0,3.0,0,0.378,5.5,1,8.2
LA-2024-05253,208250,Kanpur Nagar,Uttar Pradesh,Barren/Waste,Compensation Disbursement,1.98,23.12,188.0,3.0,3,0.814,6.4,0,0.0
LA-2024-05254,395951,Surat,Gujarat,Agricultural,Draft Declaration (Sec 19),28.0,15.08,30.0,8.0,2,0.698,7.1,1,28.8
LA-2024-05255,625582,Madurai,Tamil Nadu,Agricultural,Draft Declaration (Sec 19),6.16,20.31,333.0,7.0,0,0.691,9.2,0,0.0
LA-2024-05256,625910,Madurai,Tamil Nadu,Agricultural,Survey & SIA (Social Impact Assessment),22.79,89.49,344.0,4.0,0,0.797,7.3,0,0.0
LA-2024-05257,505959,Karimnagar,Telangana,Commercial,Preliminary Notification (Sec 11),11.42,5.41,161.0,20.0,1,0.528,7.7,0,0.0
LA-2024-05258,600143,Chennai,Tamil Nadu,Agricultural,Preliminary Notification (Sec 11),35.98,44.05,73.0,5.0,0,0.476,9.0,0,0.0
LA-2024-05259,201442,Gautam Buddha Nagar,Uttar Pradesh,Agricultural,Award Enquiry (Sec 21-23),17.29,34.72,148.0,5.0,2,0.489,7.5,1,27.9
LA-2024-05260,580853,Dharwad,Karnataka,Agricultural,Draft Declaration (Sec 19),23.93,142.97,467.0,6.0,3,0.488,7.5,0,0.0
LA-2024-05261,110545,South Delhi,Delhi,Agricultural,Preliminary Notification (Sec 11),6.66,39.99,163.0,2.0,0,0.432,6.8,1,7.7
LA-2024-05262,506557,Warangal,Telangana,Barren/Waste,Survey & SIA (Social Impact Assessment),3.7,31.5,225.0,7.0,0,0.765,3.1,0,0.0
LA-2024-05263,302612,Jaipur,Rajasthan,Agricultural,Award Enquiry (Sec 21-23),12.5,156.06,172.0,4.0,0,0.095,5.0,1,20.5
LA-2024-05264,431731,Aurangabad,Maharashtra,Agricultural,Compensation Disbursement,2.16,40.96,280.0,1.0,0,0.076,6.8,0,0.0
LA-2024-05265,834943,Ranchi,Jharkhand,Agricultural,Draft Declaration (Sec 19),7.41,35.14,82.0,2.0,0,0.487,6.0,0,0.0
LA-2024-05266,700897,Kolkata,West Bengal,Agricultural,Award Declaration,4.01,28.08,190.0,3.0,0,0.328,2.5,1,19.9
LA-2024-05267,395661,Surat,Gujarat,Agricultural,Possession,5.4,58.64,504.0,1.0,1,0.465,6.3,0,0.0
LA-2024-05268,342618,Jodhpur,Rajasthan,Agricultural,Award Enquiry (Sec 21-23),18.29,32.63,111.0,4.0,0,0.13,5.9,1,12.3
LA-2024-05269,201424,Gautam Buddha Nagar,Uttar Pradesh,Agricultural,Award Enquiry (Sec 21-23),17.3,32.74,180.0,1.0,0,0.657,2.2,1,9.7
LA-2024-05270,380204,Ahmedabad,Gujarat,Agricultural,Award Enquiry (Sec 21-23),9.61,177.28,488.0,4.0,0,0.597,8.9,0,0.0
LA-2024-05271,560737,Bengaluru Urban,Karnataka,Agricultural,Possession,14.47,46.83,388.0,1.0,0,0.235,5.7,1,20.4
LA-2024-05272,411102,Pune,Maharashtra,Residential,Draft Declaration (Sec 19),6.96,29.2,311.0,15.0,2,0.541,5.3,0,0.0
LA-2024-05273,580727,Dharwad,Karnataka,Agricultural,Award Declaration,86.72,17.37,296.0,3.0,0,0.542,3.4,1,8.1
LA-2024-05274,440546,Nagpur,Maharashtra,Commercial,Draft Declaration (Sec 19),14.24,53.98,293.0,17.0,0,0.682,6.2,0,0.0
LA-2024-05275,342807,Jodhpur,Rajasthan,Forest,Survey & SIA (Social Impact Assessment),6.67,26.27,186.0,2.0,1,0.569,6.4,0,0.0
LA-2024-05276,570953,Mysuru,Karnataka,Barren/Waste,Award Enquiry (Sec 21-23),23.2,31.5,506.0,4.0,1,0.727,6.1,0,0.0
LA-2024-05277,580597,Dharwad,Karnataka,Agricultural,Award Declaration,31.63,19.91,156.0,4.0,1,,3.1,1,10.7
LA-2024-05278,834614,Ranchi,Jharkhand,Residential,Award Declaration,5.71,53.9,105.0,11.0,0,0.557,7.1,0,0.0
LA-2024-05279,400538,Mumbai Suburban,Maharashtra,Barren/Waste,Compensation Disbursement,3.3,12.96,78.0,3.0,0,0.234,5.0,0,0.0
LA-2024-05280,560435,Bengaluru Urban,Karnataka,Wetland,Award Enquiry (Sec 21-23),3.91,66.08,139.0,6.0,0,0.3,6.8,0,0.0
LA-2024-05281,208179,Kanpur Nagar,Uttar Pradesh,Residential,Final Declaration,6.24,26.6,138.0,14.0,0,0.562,7.5,0,0.0
LA-2024-05282,208127,Kanpur Nagar,Uttar Pradesh,Agricultural,Compensation Disbursement,10.53,88.31,130.0,3.0,0,0.61,5.0,1,12.1
LA-2024-05283,834749,Ranchi,Jharkhand,Barren/Waste,Survey & SIA (Social Impact Assessment),2.76,70.88,92.0,5.0,2,0.338,4.6,0,0.0
LA-2024-05284,221922,Varanasi,Uttar Pradesh,Residential,Preliminary Notification (Sec 11),7.73,49.34,293.0,19.0,0,0.522,3.4,1,5.8
LA-2024-05285,110148,South Delhi,Delhi,Agricultural,Draft Declaration (Sec 19),9.24,99.87,109.0,4.0,0,0.364,7.3,0,0.0
LA-2024-05286,302394,Jaipur,Rajasthan,Agricultural,Award Enquiry (Sec 21-23),14.53,196.19,334.0,7.0,0,0.657,3.8,1,14.7
LA-2024-05287,600646,Chennai,Tamil Nadu,Barren/Waste,Award Enquiry (Sec 21-23),,149.17,380.0,3.0,3,0.401,7.9,1,31.0
LA-2024-05288,751733,Khordha,Odisha,Agricultural,Award Declaration,15.51,12.87,1525.0,5.0,0,0.553,7.5,1,10.3
LA-2024-05289,580761,Dharwad,Karnataka,Residential,Preliminary Notification (Sec 11),50.57,25.15,157.0,20.0,0,0.794,7.0,0,0.0
LA-2024-05290,600724,Chennai,Tamil Nadu,Agricultural,Award Declaration,27.94,28.25,196.0,3.0,0,0.477,5.3,0,0.0
LA-2024-05291,834175,Ranchi,Jharkhand,Commercial,Award Enquiry (Sec 21-23),13.31,82.0,127.0,26.0,1,0.621,6.7,1,26.3
LA-2024-05292,700328,Kolkata,West Bengal,Agricultural,Possession,4.83,27.22,92.0,3.0,0,0.24,6.6,0,0.0
LA-2024-05293,625521,Madurai,Tamil Nadu,Commercial,Draft Declaration (Sec 19),6.21,26.22,162.0,29.0,3,0.365,5.7,0,0.0
LA-2024-05294,208157,Kanpur Nagar,Uttar Pradesh,Agricultural,Award Enquiry (Sec 21-23),3.27,22.25,124.0,1.0,0,0.327,5.1,1,30.4
LA-2024-05295,160408,Chandigarh,Punjab,Barren/Waste,Award Declaration,12.56,59.38,91.0,2.0,0,0.561,5.5,1,15.7
LA-2024-05296,800446,Patna,Bihar,Agricultural,Final Declaration,14.61,81.69,264.0,5.0,0,0.597,4.5,1,30.5
